task_id,employee_id,department,task_category,priority,assigned_date,deadline,completion_date,completed,deadline_met,hours_estimated,hours_actual,efficiency_score,satisfaction_rating
TASK01214,EMP0136,Finance,Bug Fix,High,2025-07-03,2025-07-14,2025-07-19,True,False,40,72.2,64.2,2.0
TASK01215,EMP0146,Support,Client Call,Medium,2026-01-23,2026-01-25,2026-01-24,True,True,38,66.4,76.8,2.0
TASK01216,EMP0134,Sales,Testing,High,2025-05-21,2025-05-29,2025-05-31,True,False,32,35.8,73.3,4.0
TASK01217,EMP0092,Finance,Bug Fix,High,2025-10-05,2025-10-17,2025-10-16,True,True,11,6.5,67.3,5.0
TASK01218,EMP0172,Finance,Report,High,2026-02-13,2026-02-22,2026-02-26,True,False,29,44.1,82.5,5.0
TASK01219,EMP0089,Engineering,Meeting,High,2025-05-16,2025-05-21,,False,False,34,,,
TASK01220,EMP0113,Finance,Feature Dev,High,2025-09-02,2025-09-09,,False,False,19,,,
TASK01221,EMP0160,Sales,Code Review,Medium,2025-12-08,2025-12-11,2025-12-15,True,False,5,4.1,80.8,5.0
TASK01222,EMP0031,Support,Client Call,Medium,2025-11-27,2025-11-29,2025-12-04,True,False,32,31.0,82.0,4.0
TASK01223,EMP0161,Finance,Feature Dev,Low,2025-10-13,2025-10-26,2025-10-30,True,False,14,12.7,63.8,1.0
TASK01224,EMP0151,Engineering,Documentation,Medium,2025-08-29,2025-09-11,,False,False,3,,,
TASK01225,EMP0091,HR,Meeting,Low,2025-12-02,2025-12-11,2025-12-12,True,False,40,20.7,69.7,2.0
TASK01226,EMP0066,Engineering,Meeting,Medium,2025-05-28,2025-06-08,,False,False,17,,,
TASK01227,EMP0190,Sales,Feature Dev,Low,2025-12-19,2025-12-29,2026-01-03,True,False,4,2.3,95.7,3.0
TASK01228,EMP0155,Support,Client Call,Low,2025-05-11,2025-05-17,2025-05-21,True,False,34,26.9,77.1,3.0
TASK01229,EMP0001,Support,Training,Critical,2025-05-30,2025-06-11,2025-06-14,True,False,28,51.7,67.2,1.0
TASK01230,EMP0032,Sales,Bug Fix,Medium,2025-10-24,2025-11-06,2025-11-10,True,False,32,44.1,84.9,3.0
TASK01231,EMP0192,Marketing,Code Review,Low,2025-11-30,2025-12-11,2025-12-10,True,True,16,29.2,62.2,2.0
TASK01232,EMP0051,Finance,Testing,Critical,2025-08-14,2025-08-23,2025-08-26,True,False,30,50.3,63.8,3.0
TASK01233,EMP0121,Finance,Client Call,Medium,2025-04-21,2025-05-05,,False,False,4,,,
TASK01234,EMP0031,Support,Report,Low,2025-08-07,2025-08-17,2025-08-17,True,True,38,54.8,71.9,1.0
TASK01235,EMP0072,HR,Feature Dev,High,2025-11-22,2025-11-25,2025-11-27,True,False,37,66.6,100.0,4.0
TASK01236,EMP0155,Support,Testing,Low,2026-03-19,2026-03-25,2026-03-27,True,False,12,7.2,75.3,3.0
TASK01237,EMP0155,Support,Meeting,Low,2026-01-07,2026-01-10,2026-01-15,True,False,18,35.6,71.5,4.0
TASK01238,EMP0182,Marketing,Report,Medium,2025-09-15,2025-09-18,,False,False,38,,,
TASK01239,EMP0083,Support,Training,Low,2025-08-11,2025-08-25,2025-08-29,True,False,10,11.6,77.2,5.0
TASK01240,EMP0188,Sales,Bug Fix,Critical,2026-02-06,2026-02-12,2026-02-16,True,False,34,40.0,72.1,5.0
TASK01241,EMP0094,Finance,Feature Dev,Critical,2025-05-21,2025-05-22,2025-05-23,True,False,37,18.9,88.9,3.0
TASK01242,EMP0039,Support,Report,Medium,2026-03-23,2026-04-02,2026-04-01,True,True,16,17.3,77.4,1.0
TASK01243,EMP0188,Sales,Feature Dev,Medium,2026-03-31,2026-04-08,2026-04-13,True,False,8,5.0,80.7,4.0
TASK01244,EMP0127,Support,Report,High,2025-10-19,2025-10-23,2025-10-22,True,True,22,22.3,68.5,2.0
TASK01245,EMP0111,Sales,Report,High,2025-06-02,2025-06-10,2025-06-15,True,False,4,5.3,84.2,2.0
TASK01246,EMP0055,Marketing,Testing,Medium,2025-07-20,2025-07-26,2025-07-30,True,False,5,9.5,60.1,4.0
TASK01247,EMP0140,Support,Code Review,Critical,2025-06-14,2025-06-18,2025-06-16,True,True,29,26.2,70.2,1.0
TASK01248,EMP0187,Sales,Training,Low,2025-08-31,2025-09-05,2025-09-07,True,False,30,54.2,80.8,2.0
TASK01249,EMP0080,Sales,Client Call,Medium,2025-09-11,2025-09-16,2025-09-14,True,True,7,12.9,83.8,3.0
TASK01250,EMP0197,Support,Training,Critical,2026-01-06,2026-01-11,2026-01-14,True,False,28,34.2,84.0,2.0
TASK01251,EMP0138,Support,Documentation,Critical,2025-08-08,2025-08-15,2025-08-19,True,False,2,2.7,88.2,1.0
TASK01252,EMP0183,Finance,Report,High,2025-11-01,2025-11-11,2025-11-14,True,False,22,11.5,89.4,2.0
TASK01253,EMP0049,Sales,Bug Fix,Medium,2025-08-29,2025-09-04,2025-09-08,True,False,18,23.1,89.8,4.0
TASK01254,EMP0069,Finance,Documentation,Critical,2025-04-26,2025-05-10,2025-05-15,True,False,39,25.2,63.3,2.0
TASK01255,EMP0152,Support,Documentation,Medium,2025-11-13,2025-11-22,2025-11-26,True,False,15,15.3,87.3,5.0
TASK01256,EMP0004,Sales,Training,Critical,2026-02-25,2026-03-03,2026-03-01,True,True,21,38.7,72.5,1.0
TASK01257,EMP0195,Finance,Client Call,Medium,2025-12-24,2026-01-04,,False,False,28,,,
TASK01258,EMP0023,Finance,Report,Medium,2026-03-14,2026-03-28,2026-03-31,True,False,9,17.0,86.7,4.0
TASK01259,EMP0023,Finance,Client Call,Medium,2026-01-06,2026-01-15,2026-01-19,True,False,26,24.1,82.8,3.0
TASK01260,EMP0048,Engineering,Bug Fix,High,2026-02-06,2026-02-20,2026-02-19,True,True,8,5.1,86.0,5.0
TASK01261,EMP0144,Support,Bug Fix,Critical,2025-06-01,2025-06-03,2025-06-02,True,True,30,37.7,83.7,3.0
TASK01262,EMP0075,Engineering,Documentation,High,2026-02-21,2026-02-25,2026-03-02,True,False,37,39.6,56.6,4.0
TASK01263,EMP0194,Marketing,Client Call,Critical,2025-09-12,2025-09-18,,False,False,31,,,
TASK01264,EMP0049,Sales,Documentation,Critical,2026-02-07,2026-02-18,2026-02-22,True,False,2,3.8,76.8,5.0
TASK01265,EMP0103,HR,Client Call,Low,2026-03-13,2026-03-24,2026-03-28,True,False,17,8.6,80.3,1.0
TASK01266,EMP0193,Marketing,Client Call,Low,2025-06-07,2025-06-10,2025-06-13,True,False,23,17.4,81.5,2.0
TASK01267,EMP0038,Finance,Client Call,Medium,2026-03-24,2026-03-31,2026-04-04,True,False,5,8.5,90.1,2.0
TASK01268,EMP0167,Engineering,Client Call,Critical,2025-09-29,2025-10-06,,False,False,13,,,
TASK01269,EMP0035,Engineering,Code Review,Critical,2025-10-27,2025-11-05,2025-11-06,True,False,8,12.5,62.7,5.0
TASK01270,EMP0178,Support,Testing,Low,2025-09-29,2025-10-09,2025-10-11,True,False,37,27.3,83.1,2.0
TASK01271,EMP0125,Marketing,Training,Low,2025-09-19,2025-09-20,2025-09-20,True,True,3,4.3,77.8,1.0
TASK01272,EMP0044,Support,Testing,Medium,2025-10-22,2025-10-23,2025-10-23,True,True,31,45.0,83.1,2.0
TASK01273,EMP0029,HR,Bug Fix,Low,2025-09-24,2025-09-28,2025-09-29,True,False,26,43.0,74.5,3.0
TASK01274,EMP0029,HR,Feature Dev,Low,2025-08-29,2025-09-01,2025-08-31,True,True,9,10.7,90.3,1.0
TASK01275,EMP0035,Engineering,Feature Dev,Low,2025-09-13,2025-09-18,,False,False,7,,,
TASK01276,EMP0184,Engineering,Client Call,Medium,2026-04-07,2026-04-13,,False,False,15,,,
TASK01277,EMP0148,Finance,Feature Dev,Low,2025-05-28,2025-06-10,2025-06-09,True,True,33,64.0,88.8,2.0
TASK01278,EMP0184,Engineering,Code Review,Medium,2025-10-16,2025-10-23,,False,False,30,,,
TASK01279,EMP0077,Engineering,Bug Fix,Low,2026-04-06,2026-04-07,,False,False,38,,,
TASK01280,EMP0095,Marketing,Training,Low,2026-01-08,2026-01-14,,False,False,32,,,
TASK01281,EMP0018,Support,Training,Low,2025-08-23,2025-09-01,2025-08-31,True,True,14,19.7,76.5,1.0
TASK01282,EMP0041,Finance,Bug Fix,Medium,2026-03-25,2026-04-07,2026-04-10,True,False,9,16.6,69.0,3.0
TASK01283,EMP0039,Support,Documentation,Low,2025-10-24,2025-10-26,2025-10-26,True,True,19,17.3,78.0,1.0
TASK01284,EMP0110,Engineering,Client Call,Medium,2026-01-11,2026-01-20,2026-01-25,True,False,33,38.1,80.5,2.0
TASK01285,EMP0068,HR,Meeting,Low,2025-05-10,2025-05-14,2025-05-16,True,False,27,17.7,76.1,2.0
TASK01286,EMP0003,Finance,Meeting,High,2026-04-09,2026-04-21,2026-04-26,True,False,29,40.4,77.7,3.0
TASK01287,EMP0096,HR,Feature Dev,Medium,2026-01-31,2026-02-10,2026-02-11,True,False,38,39.1,76.2,4.0
TASK01288,EMP0186,Engineering,Client Call,Low,2026-04-15,2026-04-16,,False,False,18,,,
TASK01289,EMP0127,Support,Code Review,Low,2025-08-08,2025-08-22,2025-08-25,True,False,27,14.7,84.6,3.0
TASK01290,EMP0192,Marketing,Testing,Medium,2025-06-24,2025-06-27,2025-06-26,True,True,15,22.3,76.5,2.0
TASK01291,EMP0103,HR,Testing,High,2025-12-16,2025-12-18,2025-12-17,True,True,23,18.9,90.6,2.0
TASK01292,EMP0169,HR,Training,Medium,2025-05-14,2025-05-21,2025-05-22,True,False,35,28.9,93.6,3.0
TASK01293,EMP0081,Finance,Client Call,High,2025-05-17,2025-05-30,2025-05-29,True,True,38,69.9,71.8,4.0
TASK01294,EMP0084,HR,Meeting,Medium,2026-02-11,2026-02-17,2026-02-15,True,True,33,41.2,88.9,4.0
TASK01295,EMP0002,Sales,Bug Fix,Low,2025-06-24,2025-07-02,2025-07-05,True,False,39,41.9,82.8,3.0
TASK01296,EMP0018,Support,Client Call,Low,2025-06-12,2025-06-25,2025-06-23,True,True,31,28.7,90.3,1.0
TASK01297,EMP0115,Marketing,Client Call,High,2025-07-17,2025-07-26,2025-07-24,True,True,6,7.2,73.7,3.0
TASK01298,EMP0190,Sales,Report,Low,2026-03-07,2026-03-20,2026-03-19,True,True,37,61.5,99.6,5.0
TASK01299,EMP0198,Support,Feature Dev,Low,2025-06-30,2025-07-05,2025-07-10,True,False,33,58.5,70.3,3.0
TASK01300,EMP0165,Engineering,Testing,Critical,2025-12-12,2025-12-14,2025-12-13,True,True,2,1.4,67.4,4.0
TASK01301,EMP0100,HR,Bug Fix,Low,2026-02-21,2026-02-23,2026-02-26,True,False,36,71.4,100.0,3.0
TASK01302,EMP0072,HR,Client Call,High,2025-04-25,2025-04-26,2025-04-28,True,False,6,5.4,91.7,3.0
TASK01303,EMP0063,Finance,Code Review,Medium,2025-09-09,2025-09-12,2025-09-11,True,True,10,9.8,87.2,5.0
TASK01304,EMP0127,Support,Report,High,2026-03-11,2026-03-18,2026-03-17,True,True,35,45.2,64.6,4.0
TASK01305,EMP0195,Finance,Meeting,Critical,2026-02-16,2026-02-22,2026-02-27,True,False,16,10.2,75.7,1.0
TASK01306,EMP0030,Finance,Report,Medium,2025-11-08,2025-11-22,2025-11-23,True,False,6,3.7,91.2,1.0
TASK01307,EMP0105,Sales,Testing,Low,2026-02-12,2026-02-23,2026-02-27,True,False,14,17.2,79.3,2.0
TASK01308,EMP0114,HR,Code Review,High,2025-09-15,2025-09-28,2025-10-01,True,False,21,32.8,73.7,5.0
TASK01309,EMP0164,HR,Training,Low,2025-06-29,2025-07-02,2025-07-05,True,False,26,51.0,59.6,2.0
TASK01310,EMP0104,Engineering,Feature Dev,High,2026-02-20,2026-02-24,2026-02-28,True,False,12,18.4,91.5,2.0
TASK01311,EMP0025,Support,Code Review,Medium,2025-10-22,2025-10-24,2025-10-25,True,False,3,5.5,97.3,3.0
TASK01312,EMP0078,Engineering,Training,Low,2025-11-16,2025-11-27,2025-11-30,True,False,18,12.2,69.6,1.0
TASK01313,EMP0176,Support,Report,Medium,2026-01-23,2026-01-27,2026-01-31,True,False,34,34.0,88.2,3.0
TASK01314,EMP0013,HR,Client Call,Medium,2025-08-22,2025-08-23,2025-08-27,True,False,14,13.2,77.6,2.0
TASK01315,EMP0074,HR,Documentation,Medium,2025-11-06,2025-11-15,2025-11-19,True,False,8,12.2,86.2,1.0
TASK01316,EMP0080,Sales,Feature Dev,Low,2026-01-21,2026-01-22,2026-01-24,True,False,17,10.2,77.5,3.0
TASK01317,EMP0186,Engineering,Documentation,Low,2025-05-01,2025-05-11,2025-05-15,True,False,27,29.4,88.8,3.0
TASK01318,EMP0082,Sales,Meeting,Medium,2025-08-13,2025-08-16,2025-08-19,True,False,20,31.2,90.0,1.0
TASK01319,EMP0015,HR,Meeting,Low,2026-01-05,2026-01-14,,False,False,32,,,
TASK01320,EMP0026,Engineering,Testing,High,2025-07-01,2025-07-13,2025-07-16,True,False,6,4.5,83.4,4.0
TASK01321,EMP0067,Sales,Meeting,Low,2026-02-22,2026-02-23,2026-02-27,True,False,23,12.2,86.3,1.0
TASK01322,EMP0187,Sales,Report,Low,2026-02-24,2026-03-09,2026-03-12,True,False,32,44.0,84.7,2.0
TASK01323,EMP0172,Finance,Code Review,Medium,2026-01-22,2026-01-23,2026-01-25,True,False,16,20.6,98.5,2.0
TASK01324,EMP0101,Support,Testing,High,2025-08-20,2025-08-22,2025-08-25,True,False,30,37.1,75.2,5.0
TASK01325,EMP0169,HR,Meeting,Low,2025-04-23,2025-05-01,2025-05-06,True,False,2,3.5,83.4,3.0
TASK01326,EMP0149,HR,Training,High,2025-11-18,2025-12-01,2025-12-06,True,False,9,8.1,82.5,1.0
TASK01327,EMP0005,Support,Documentation,Low,2025-09-28,2025-10-05,2025-10-05,True,True,24,29.9,81.2,5.0
TASK01328,EMP0009,HR,Client Call,High,2025-11-29,2025-12-06,2025-12-05,True,True,14,26.3,100.0,1.0
TASK01329,EMP0061,Engineering,Testing,Critical,2026-03-10,2026-03-21,2026-03-26,True,False,35,26.7,77.3,3.0
TASK01330,EMP0185,Engineering,Meeting,Medium,2025-10-06,2025-10-13,,False,False,19,,,
TASK01331,EMP0143,Marketing,Report,Low,2026-02-26,2026-03-08,2026-03-11,True,False,9,10.4,73.4,5.0
TASK01332,EMP0134,Sales,Code Review,Critical,2025-10-31,2025-11-13,2025-11-12,True,True,2,2.5,92.1,4.0
TASK01333,EMP0039,Support,Code Review,Medium,2026-03-07,2026-03-16,,False,False,37,,,
TASK01334,EMP0003,Finance,Documentation,Medium,2025-05-23,2025-05-28,2025-05-30,True,False,2,2.4,74.3,3.0
TASK01335,EMP0044,Support,Bug Fix,High,2026-03-23,2026-03-25,2026-03-27,True,False,2,2.3,84.6,1.0
TASK01336,EMP0009,HR,Code Review,Low,2025-06-28,2025-07-04,2025-07-04,True,True,7,11.0,76.2,2.0
TASK01337,EMP0040,Engineering,Documentation,Medium,2026-03-27,2026-03-29,2026-03-28,True,True,32,60.8,56.1,4.0
TASK01338,EMP0156,HR,Meeting,Medium,2025-05-25,2025-05-27,,False,False,21,,,
TASK01339,EMP0056,Sales,Documentation,Low,2025-12-06,2025-12-13,2025-12-16,True,False,39,27.6,71.1,3.0
TASK01340,EMP0014,HR,Report,Low,2025-11-30,2025-12-09,2025-12-11,True,False,7,6.6,71.4,5.0
TASK01341,EMP0061,Engineering,Feature Dev,Low,2026-01-09,2026-01-22,,False,False,29,,,
TASK01342,EMP0020,Finance,Report,Low,2025-10-17,2025-10-25,2025-10-28,True,False,31,32.0,60.0,4.0
TASK01343,EMP0061,Engineering,Code Review,Critical,2025-07-26,2025-08-03,2025-08-01,True,True,28,17.7,68.3,5.0
TASK01344,EMP0128,Engineering,Meeting,Critical,2026-01-31,2026-02-13,2026-02-16,True,False,10,14.3,77.9,1.0
TASK01345,EMP0008,HR,Training,High,2025-08-24,2025-08-31,2025-08-29,True,True,31,53.0,88.3,4.0
TASK01346,EMP0119,Marketing,Meeting,High,2025-12-05,2025-12-07,2025-12-06,True,True,23,32.0,87.8,5.0
TASK01347,EMP0169,HR,Bug Fix,Medium,2025-12-31,2026-01-06,2026-01-05,True,True,39,59.0,71.4,2.0
TASK01348,EMP0014,HR,Code Review,Medium,2025-04-20,2025-04-29,2025-05-04,True,False,10,8.4,66.1,3.0
TASK01349,EMP0190,Sales,Report,Medium,2026-01-09,2026-01-21,,False,False,2,,,
TASK01350,EMP0090,Finance,Feature Dev,Medium,2025-06-04,2025-06-08,2025-06-06,True,True,11,15.5,77.6,5.0
TASK01351,EMP0005,Support,Bug Fix,Low,2025-09-04,2025-09-08,2025-09-06,True,True,34,39.6,74.0,1.0
TASK01352,EMP0019,Engineering,Training,Low,2025-11-20,2025-11-28,,False,False,17,,,
TASK01353,EMP0137,HR,Bug Fix,Low,2025-07-05,2025-07-15,2025-07-14,True,True,29,20.9,80.0,2.0
TASK01354,EMP0094,Finance,Training,Low,2026-04-13,2026-04-25,2026-04-25,True,True,34,54.8,94.4,2.0
TASK01355,EMP0142,Engineering,Meeting,Medium,2026-01-14,2026-01-19,2026-01-18,True,True,39,48.3,61.0,4.0
TASK01356,EMP0005,Support,Meeting,Medium,2026-03-31,2026-04-13,2026-04-17,True,False,29,20.9,85.4,4.0
TASK01357,EMP0134,Sales,Report,Low,2026-03-30,2026-04-06,2026-04-08,True,False,4,5.9,74.5,1.0
TASK01358,EMP0145,Finance,Report,Critical,2026-02-02,2026-02-08,,False,False,31,,,
TASK01359,EMP0191,Support,Training,Low,2025-04-16,2025-04-19,2025-04-20,True,False,24,44.5,76.9,4.0
TASK01360,EMP0048,Engineering,Code Review,Medium,2026-02-06,2026-02-09,2026-02-12,True,False,38,38.3,71.2,3.0
TASK01361,EMP0023,Finance,Report,High,2026-01-23,2026-02-03,2026-02-07,True,False,6,11.2,100.0,4.0
TASK01362,EMP0122,Marketing,Testing,Critical,2025-12-16,2025-12-26,2025-12-28,True,False,10,15.5,70.2,5.0
TASK01363,EMP0122,Marketing,Feature Dev,Medium,2025-06-05,2025-06-12,2025-06-10,True,True,12,10.2,95.8,4.0
TASK01364,EMP0084,HR,Code Review,Critical,2025-10-25,2025-11-02,2025-11-03,True,False,17,11.2,82.1,4.0
TASK01365,EMP0147,HR,Meeting,High,2025-04-29,2025-05-06,,False,False,5,,,
TASK01366,EMP0103,HR,Bug Fix,Low,2025-07-26,2025-08-09,2025-08-14,True,False,25,35.2,74.7,2.0
TASK01367,EMP0055,Marketing,Documentation,Medium,2026-01-18,2026-01-30,2026-01-30,True,True,38,50.7,76.4,3.0
TASK01368,EMP0023,Finance,Training,Medium,2025-09-15,2025-09-26,2025-09-27,True,False,12,13.8,75.8,2.0
TASK01369,EMP0031,Support,Code Review,Low,2025-11-07,2025-11-08,2025-11-08,True,True,15,8.2,82.7,1.0
TASK01370,EMP0158,Sales,Training,Medium,2025-09-16,2025-09-23,2025-09-22,True,True,23,17.9,89.1,4.0
TASK01371,EMP0089,Engineering,Training,Low,2025-07-14,2025-07-18,2025-07-23,True,False,34,35.0,66.1,2.0
TASK01372,EMP0010,Finance,Code Review,High,2025-05-11,2025-05-19,2025-05-23,True,False,6,8.1,65.5,5.0
TASK01373,EMP0160,Sales,Bug Fix,Low,2025-09-29,2025-10-01,2025-09-30,True,True,40,52.4,78.1,2.0
TASK01374,EMP0133,Sales,Client Call,High,2025-07-21,2025-07-26,,False,False,18,,,
TASK01375,EMP0044,Support,Documentation,High,2025-08-15,2025-08-17,2025-08-17,True,True,20,12.2,88.7,5.0
TASK01376,EMP0093,HR,Feature Dev,Critical,2026-02-11,2026-02-20,2026-02-18,True,True,36,55.7,80.4,5.0
TASK01377,EMP0036,Sales,Documentation,Medium,2026-02-25,2026-03-02,2026-02-28,True,True,23,26.0,100.0,3.0
TASK01378,EMP0143,Marketing,Feature Dev,High,2025-07-04,2025-07-05,2025-07-08,True,False,5,4.3,87.8,5.0
TASK01379,EMP0052,Engineering,Testing,Critical,2026-03-31,2026-04-12,,False,False,4,,,
TASK01380,EMP0029,HR,Code Review,Critical,2026-03-10,2026-03-17,2026-03-16,True,True,37,45.1,85.5,3.0
TASK01381,EMP0055,Marketing,Meeting,High,2025-12-01,2025-12-03,2025-12-04,True,False,24,27.5,76.7,2.0
TASK01382,EMP0076,Sales,Client Call,Low,2025-09-14,2025-09-15,2025-09-16,True,False,36,50.8,96.4,1.0
TASK01383,EMP0158,Sales,Client Call,Medium,2026-01-17,2026-01-18,2026-01-22,True,False,10,11.4,77.0,5.0
TASK01384,EMP0139,Finance,Client Call,Low,2025-05-18,2025-05-26,2025-05-29,True,False,24,19.0,47.4,1.0
TASK01385,EMP0157,HR,Training,Low,2025-04-30,2025-05-02,2025-05-03,True,False,28,45.4,80.0,5.0
TASK01386,EMP0061,Engineering,Code Review,Low,2025-10-02,2025-10-15,2025-10-16,True,False,5,3.1,59.7,4.0
TASK01387,EMP0164,HR,Client Call,Low,2025-11-25,2025-11-26,2025-11-27,True,False,20,13.9,85.0,4.0
TASK01388,EMP0080,Sales,Testing,Medium,2025-08-06,2025-08-17,2025-08-19,True,False,36,29.1,83.4,2.0
TASK01389,EMP0053,Sales,Meeting,Medium,2025-12-15,2025-12-20,,False,False,37,,,
TASK01390,EMP0197,Support,Training,High,2025-12-13,2025-12-17,2025-12-19,True,False,22,34.0,82.7,1.0
TASK01391,EMP0108,Sales,Code Review,Low,2025-10-29,2025-11-05,2025-11-10,True,False,19,11.7,90.9,5.0
TASK01392,EMP0094,Finance,Code Review,Low,2026-01-13,2026-01-25,2026-01-24,True,True,25,39.7,74.9,1.0
TASK01393,EMP0095,Marketing,Bug Fix,Critical,2025-11-03,2025-11-15,2025-11-20,True,False,9,4.8,84.6,3.0
TASK01394,EMP0035,Engineering,Client Call,Low,2026-01-04,2026-01-11,2026-01-10,True,True,5,4.6,81.9,4.0
TASK01395,EMP0030,Finance,Code Review,Low,2025-06-08,2025-06-15,2025-06-13,True,True,16,12.9,74.3,4.0
TASK01396,EMP0150,HR,Testing,Medium,2025-08-14,2025-08-25,2025-08-28,True,False,3,5.6,89.1,3.0
TASK01397,EMP0002,Sales,Client Call,High,2025-07-04,2025-07-14,2025-07-12,True,True,23,36.5,89.0,4.0
TASK01398,EMP0098,Finance,Meeting,High,2026-03-18,2026-03-30,2026-03-29,True,True,37,40.0,84.0,5.0
TASK01399,EMP0009,HR,Report,Medium,2025-11-04,2025-11-14,2025-11-16,True,False,12,23.3,81.1,2.0
TASK01400,EMP0039,Support,Training,Low,2026-01-17,2026-01-18,2026-01-20,True,False,7,14.0,79.5,3.0
TASK01401,EMP0136,Finance,Meeting,Medium,2025-06-30,2025-07-07,2025-07-09,True,False,25,22.6,93.2,5.0
TASK01402,EMP0176,Support,Report,Low,2025-06-12,2025-06-17,2025-06-20,True,False,18,31.9,100.0,4.0
TASK01403,EMP0020,Finance,Training,Low,2025-11-23,2025-11-24,2025-11-27,True,False,32,46.6,75.8,2.0
TASK01404,EMP0126,Marketing,Training,Medium,2025-11-20,2025-11-30,,False,False,19,,,
TASK01405,EMP0164,HR,Report,Medium,2025-08-18,2025-08-20,2025-08-22,True,False,19,16.9,73.9,2.0
TASK01406,EMP0030,Finance,Bug Fix,Low,2026-03-06,2026-03-09,2026-03-07,True,True,16,10.7,74.9,2.0
TASK01407,EMP0098,Finance,Documentation,Medium,2026-03-16,2026-03-30,2026-04-02,True,False,4,5.3,92.9,1.0
TASK01408,EMP0067,Sales,Testing,Critical,2026-03-25,2026-03-30,,False,False,3,,,
TASK01409,EMP0055,Marketing,Report,Medium,2026-03-22,2026-03-23,2026-03-26,True,False,8,4.9,81.1,1.0
TASK01410,EMP0070,Support,Client Call,Medium,2025-09-07,2025-09-11,2025-09-14,True,False,28,17.0,99.5,3.0
TASK01411,EMP0131,Support,Testing,Low,2025-11-28,2025-12-04,2025-12-07,True,False,23,45.1,73.8,4.0
TASK01412,EMP0140,Support,Code Review,Critical,2026-02-28,2026-03-05,2026-03-05,True,True,25,14.2,84.1,5.0
TASK01413,EMP0030,Finance,Training,Low,2026-04-04,2026-04-14,2026-04-17,True,False,34,53.5,89.4,5.0
TASK01414,EMP0165,Engineering,Feature Dev,High,2026-02-26,2026-03-02,2026-02-28,True,True,11,11.8,59.7,1.0
TASK01415,EMP0196,HR,Training,Critical,2025-08-12,2025-08-16,2025-08-20,True,False,36,57.6,87.9,1.0
TASK01416,EMP0085,Engineering,Meeting,Medium,2026-01-04,2026-01-15,2026-01-20,True,False,22,19.9,84.0,2.0
TASK01417,EMP0150,HR,Feature Dev,Medium,2025-05-17,2025-05-30,2025-06-02,True,False,16,18.9,88.5,2.0
TASK01418,EMP0115,Marketing,Testing,Medium,2026-03-20,2026-03-27,2026-03-30,True,False,37,46.6,75.1,4.0
TASK01419,EMP0178,Support,Code Review,Medium,2025-10-26,2025-11-03,2025-11-04,True,False,38,66.2,72.0,5.0
TASK01420,EMP0082,Sales,Meeting,Low,2025-07-16,2025-07-23,2025-07-23,True,True,40,35.6,73.5,3.0
TASK01421,EMP0046,Sales,Documentation,Medium,2025-08-26,2025-08-28,2025-08-28,True,True,38,47.2,90.9,2.0
TASK01422,EMP0063,Finance,Report,High,2026-03-27,2026-03-28,2026-04-01,True,False,18,29.7,66.9,1.0
TASK01423,EMP0095,Marketing,Code Review,Low,2026-04-09,2026-04-10,2026-04-10,True,True,12,23.8,92.4,5.0
TASK01424,EMP0006,Marketing,Code Review,High,2025-11-07,2025-11-14,,False,False,24,,,
TASK01425,EMP0027,HR,Testing,Medium,2025-04-16,2025-04-25,2025-04-27,True,False,9,9.0,72.5,5.0
TASK01426,EMP0047,Marketing,Feature Dev,Medium,2026-01-08,2026-01-10,,False,False,4,,,
TASK01427,EMP0135,Sales,Report,High,2025-09-25,2025-10-01,,False,False,28,,,
TASK01428,EMP0055,Marketing,Training,High,2025-08-31,2025-09-07,2025-09-12,True,False,10,16.0,82.8,1.0
TASK01429,EMP0188,Sales,Report,Low,2025-07-10,2025-07-11,2025-07-14,True,False,31,33.1,83.1,2.0
TASK01430,EMP0099,Finance,Testing,Medium,2025-06-11,2025-06-21,2025-06-20,True,True,16,15.1,91.6,1.0
TASK01431,EMP0058,Engineering,Testing,Medium,2025-05-31,2025-06-09,2025-06-13,True,False,20,19.7,62.9,2.0
TASK01432,EMP0165,Engineering,Testing,Critical,2025-08-26,2025-08-27,2025-08-28,True,False,29,37.1,64.1,1.0
TASK01433,EMP0047,Marketing,Code Review,Medium,2026-02-24,2026-02-27,2026-03-01,True,False,33,38.2,95.7,3.0
TASK01434,EMP0081,Finance,Documentation,Critical,2025-11-08,2025-11-13,,False,False,8,,,
TASK01435,EMP0100,HR,Bug Fix,Medium,2026-01-05,2026-01-08,2026-01-08,True,True,3,4.2,80.7,5.0
TASK01436,EMP0018,Support,Client Call,Medium,2025-07-15,2025-07-19,2025-07-17,True,True,25,20.1,82.0,4.0
TASK01437,EMP0162,Sales,Client Call,Medium,2025-06-21,2025-07-05,2025-07-04,True,True,9,10.5,75.4,4.0
TASK01438,EMP0007,Support,Feature Dev,Low,2026-01-18,2026-02-01,2026-02-03,True,False,9,17.6,79.7,2.0
TASK01439,EMP0004,Sales,Training,High,2025-12-26,2026-01-01,2026-01-04,True,False,19,22.4,83.2,1.0
TASK01440,EMP0147,HR,Client Call,High,2025-11-16,2025-11-22,,False,False,4,,,
